S/N,Date,Branch,Pizza Type,Quantity,Time,Time Range,Price
2608,03-12-2015,Arizona,Beef Suya,1,09:02:12,After 9:00am,12.00
2609,10-12-2015,Oregon,Veggie Supreme,1,09:02:13,After 9:00am,12.00
2610,05-12-2015,California,Extravaganza,5,09:02:13,After 9:00am,8.00
2611,11-12-2015,Arizona,Chicken Bali,3,09:02:16,After 9:00am,8.00
2612,07-12-2015,California,Pepperoni Suya,4,09:02:16,After 9:00am,12.00
2613,06-12-2015,Idaho,BBQ Chicken,2,09:02:17,After 9:00am,16.00
2614,05-12-2015,Nevada,Pepperoni Feast,1,09:02:17,After 9:00am,16.00
2615,03-12-2015,Oregon,Hot Pepperoni Feast,2,09:02:21,After 9:00am,16.00
2616,07-12-2015,Nevada,Italiano,1,09:02:22,After 9:00am,12.00
2617,08-12-2015,California,Pepperoni Feast,5,09:02:23,After 9:00am,16.00
2618,04-12-2015,Idaho,Chicken Suya,4,09:02:23,After 9:00am,16.00
2619,09-12-2015,Nevada,Italiano,4,09:02:24,After 9:00am,12.00
2620,14-12-2015,Arizona,Italiano,1,09:02:26,After 9:00am,12.00
2621,12-12-2015,Idaho,Chicken Suya,1,09:02:26,After 9:00am,16.00
2622,12-12-2015,Oregon,Chicken Bali,2,09:02:26,After 9:00am,8.00
2623,06-12-2015,Idaho,Chicken Feast,4,09:02:27,After 9:00am,8.00
2624,14-12-2015,Arizona,Veggie Supreme,2,09:02:28,After 9:00am,12.00
2625,06-12-2015,Arizona,Pepperoni Suya,2,09:02:28,After 9:00am,12.00
2626,13-12-2015,California,BBQ Chicken,4,09:02:29,After 9:00am,16.00
2627,09-12-2015,California,Extravaganza,5,09:02:32,After 9:00am,8.00
2628,12-12-2015,Oregon,Chicken Feast,4,09:02:32,After 9:00am,8.00
2629,12-12-2015,Arizona,Beef Suya,5,09:02:32,After 9:00am,12.00
2630,07-12-2015,Oregon,Chicken Suya,5,09:02:33,After 9:00am,16.00
2631,05-12-2015,Idaho,Italiano,5,09:02:34,After 9:00am,12.00
2632,14-12-2015,Oregon,Pepperoni Suya,2,09:02:35,After 9:00am,12.00
2633,08-12-2015,Arizona,Margarita,5,09:02:36,After 9:00am,16.00
2634,11-12-2015,Idaho,BBQ Philly Steak,3,09:02:38,After 9:00am,16.00
2635,07-12-2015,Arizona,Beef Suya,5,09:02:38,After 9:00am,12.00
2636,10-12-2015,Nevada,Hot Pepperoni Feast,2,09:02:41,After 9:00am,16.00
2637,03-12-2015,California,Veggie Supreme,5,09:02:44,After 9:00am,12.00
2638,14-12-2015,Oregon,Pepperoni Feast,5,09:02:46,After 9:00am,16.00
2639,13-12-2015,Arizona,Italiano,3,09:02:47,After 9:00am,12.00
2640,10-12-2015,Idaho,BBQ Chicken,4,09:02:47,After 9:00am,16.00
2641,04-12-2015,Nevada,Beef Suya,4,09:02:47,After 9:00am,12.00
2642,13-12-2015,Oregon,Chicken Suya,1,09:02:47,After 9:00am,16.00
2643,04-12-2015,Arizona,Margarita,5,09:02:47,After 9:00am,16.00
2644,05-12-2015,California,Chicken Legend,4,09:02:50,After 9:00am,8.00
2645,15-12-2015,Idaho,Meatzaa,3,09:02:50,After 9:00am,8.00
2646,07-12-2015,Idaho,Veggie Supreme,2,09:02:51,After 9:00am,12.00
2647,04-12-2015,Arizona,Chicken Feast,4,09:02:51,After 9:00am,8.00
2648,13-12-2015,Arizona,Chicken Suya,1,09:02:53,After 9:00am,16.00
2649,14-12-2015,Arizona,Chicken Bali,3,09:02:53,After 9:00am,8.00
2650,05-12-2015,Nevada,Chicken Feast,4,09:02:57,After 9:00am,8.00
2651,04-12-2015,California,Meatzaa,1,09:03:00,After 9:00am,8.00
2652,06-12-2015,Oregon,Meatzaa,3,09:03:01,After 9:00am,8.00
2653,05-12-2015,Oregon,Italiano,5,09:03:03,After 9:00am,12.00
2654,03-12-2015,Arizona,Chicken Legend,2,09:03:04,After 9:00am,8.00
2655,11-12-2015,Oregon,Chicken Suya,4,09:03:04,After 9:00am,16.00
2656,08-12-2015,Arizona,Chicken Suya,4,09:03:05,After 9:00am,16.00
2657,06-12-2015,Idaho,Veggie Supreme,3,09:03:07,After 9:00am,12.00
2658,13-12-2015,Arizona,Hot Veggie,1,09:03:08,After 9:00am,16.00
2659,09-12-2015,Idaho,Hot Pepperoni Feast,1,09:03:09,After 9:00am,16.00
2660,14-12-2015,Oregon,Chicken Bali,1,09:03:10,After 9:00am,8.00
2661,09-12-2015,Idaho,Pepperoni Suya,1,09:03:10,After 9:00am,12.00
2662,05-12-2015,Oregon,Pepperoni Feast,4,09:03:10,After 9:00am,16.00
2663,09-12-2015,Arizona,Meatzaa,3,09:03:12,After 9:00am,8.00
2664,08-12-2015,Idaho,Chicken Suya,5,09:03:12,After 9:00am,16.00
2665,05-12-2015,Idaho,Chicken Bali,2,09:03:13,After 9:00am,8.00
2666,14-12-2015,Nevada,BBQ Philly Steak,2,09:03:14,After 9:00am,16.00
2667,06-12-2015,Idaho,Hot Pepperoni Feast,1,09:03:15,After 9:00am,16.00
2668,05-12-2015,Arizona,Hot Pepperoni Feast,4,09:03:15,After 9:00am,16.00
2669,08-12-2015,Arizona,Beef Suya,1,09:03:15,After 9:00am,12.00
2670,05-12-2015,Idaho,Margarita,1,09:03:15,After 9:00am,16.00
2671,03-12-2015,Oregon,Beef Suya,3,09:03:16,After 9:00am,12.00
2672,12-12-2015,Nevada,Chicken Legend,3,09:03:18,After 9:00am,8.00
2673,07-12-2015,California,Pepperoni Suya,1,09:03:20,After 9:00am,12.00
2674,04-12-2015,Arizona,Hot Veggie,1,09:03:21,After 9:00am,16.00
2675,15-12-2015,Nevada,Extravaganza,4,09:03:22,After 9:00am,8.00
2676,08-12-2015,Oregon,Hot Pepperoni Feast,3,09:03:22,After 9:00am,16.00
2677,05-12-2015,Nevada,Extravaganza,1,09:03:22,After 9:00am,8.00
2678,10-12-2015,Oregon,Pepperoni Feast,5,09:03:22,After 9:00am,16.00
2679,07-12-2015,Idaho,Pepperoni Suya,1,09:03:25,After 9:00am,12.00
2680,03-12-2015,Nevada,Hot Veggie,5,09:03:25,After 9:00am,16.00
2681,13-12-2015,California,Extravaganza,2,09:03:27,After 9:00am,8.00
2682,08-12-2015,Nevada,Chicken Bali,5,09:03:27,After 9:00am,8.00
2683,14-12-2015,California,Hot Veggie,5,09:03:28,After 9:00am,16.00
2684,10-12-2015,Arizona,Hot Pepperoni Feast,1,09:03:29,After 9:00am,16.00
2685,14-12-2015,California,Chicken Feast,3,09:03:29,After 9:00am,8.00
2686,03-12-2015,Oregon,Veggie Supreme,1,09:03:29,After 9:00am,12.00
2687,03-12-2015,Arizona,Chicken Legend,4,09:03:30,After 9:00am,8.00
2688,13-12-2015,Idaho,Hot Veggie,5,09:03:31,After 9:00am,16.00
2689,15-12-2015,Idaho,BBQ Chicken,3,09:03:31,After 9:00am,16.00
2690,14-12-2015,Idaho,Italiano,3,09:03:35,After 9:00am,12.00
2691,03-12-2015,California,BBQ Chicken,1,09:03:35,After 9:00am,16.00
2692,12-12-2015,Oregon,BBQ Philly Steak,3,09:03:36,After 9:00am,16.00
2693,10-12-2015,Oregon,Italiano,2,09:03:37,After 9:00am,12.00
2694,14-12-2015,California,Meatzaa,4,09:03:42,After 9:00am,8.00
2695,05-12-2015,California,Meatzaa,3,09:03:47,After 9:00am,8.00
2696,05-12-2015,Idaho,Chicken Legend,5,09:03:48,After 9:00am,8.00
2697,05-12-2015,Idaho,BBQ Chicken,2,09:03:49,After 9:00am,16.00
2698,13-12-2015,Oregon,BBQ Philly Steak,2,09:03:50,After 9:00am,16.00
2699,07-12-2015,Nevada,Beef Suya,4,09:03:50,After 9:00am,12.00
2700,15-12-2015,Oregon,Meatzaa,3,09:03:52,After 9:00am,8.00
2701,05-12-2015,Arizona,Pepperoni Suya,4,09:03:52,After 9:00am,12.00
2702,06-12-2015,California,Margarita,3,09:03:53,After 9:00am,16.00
2703,14-12-2015,California,Pepperoni Feast,3,09:03:53,After 9:00am,16.00
2704,03-12-2015,Idaho,Beef Suya,1,09:03:54,After 9:00am,12.00
2705,10-12-2015,California,Hot Pepperoni Feast,1,09:03:55,After 9:00am,16.00
2706,05-12-2015,Nevada,BBQ Philly Steak,4,09:03:56,After 9:00am,16.00
2707,09-12-2015,Oregon,Extravaganza,4,09:03:56,After 9:00am,8.00
2708,12-12-2015,Idaho,BBQ Chicken,3,09:03:56,After 9:00am,16.00
2709,08-12-2015,Oregon,Chicken Bali,4,09:03:56,After 9:00am,8.00
2710,11-12-2015,Arizona,Italiano,2,09:03:57,After 9:00am,12.00
2711,03-12-2015,Oregon,Chicken Legend,1,09:04:02,After 9:00am,8.00
2712,14-12-2015,Nevada,Chicken Legend,5,09:04:02,After 9:00am,8.00
2713,12-12-2015,Arizona,Meatzaa,2,09:04:03,After 9:00am,8.00
2714,13-12-2015,Idaho,Hot Pepperoni Feast,3,09:04:05,After 9:00am,16.00
2715,04-12-2015,Idaho,Chicken Legend,3,09:04:07,After 9:00am,8.00
2716,10-12-2015,Arizona,Hot Pepperoni Feast,4,09:04:07,After 9:00am,16.00
2717,05-12-2015,Nevada,Chicken Feast,2,09:04:07,After 9:00am,8.00
2718,10-12-2015,California,Veggie Supreme,5,09:04:07,After 9:00am,12.00
2719,13-12-2015,Arizona,Veggie Supreme,1,09:04:08,After 9:00am,12.00
2720,04-12-2015,Arizona,Italiano,3,09:04:08,After 9:00am,12.00
2721,05-12-2015,Arizona,Chicken Suya,3,09:04:08,After 9:00am,16.00
2722,11-12-2015,Oregon,Veggie Supreme,3,09:04:08,After 9:00am,12.00
2723,12-12-2015,Idaho,Pepperoni Feast,3,09:04:08,After 9:00am,16.00
2724,03-12-2015,Arizona,Hot Veggie,5,09:04:12,After 9:00am,16.00
2725,04-12-2015,Oregon,Margarita,1,09:04:12,After 9:00am,16.00
2726,05-12-2015,California,Italiano,1,09:04:12,After 9:00am,12.00
2727,09-12-2015,Oregon,Hot Veggie,4,09:04:14,After 9:00am,16.00
2728,08-12-2015,Oregon,Italiano,2,09:04:14,After 9:00am,12.00
2729,12-12-2015,Nevada,Veggie Supreme,3,09:04:15,After 9:00am,12.00
2730,07-12-2015,Arizona,Margarita,4,09:04:15,After 9:00am,16.00
2731,13-12-2015,California,Hot Pepperoni Feast,1,09:04:16,After 9:00am,16.00
2732,10-12-2015,Nevada,Chicken Legend,2,09:04:22,After 9:00am,8.00
2733,11-12-2015,Arizona,Pepperoni Feast,2,09:04:22,After 9:00am,16.00
2734,06-12-2015,Oregon,Extravaganza,4,09:04:22,After 9:00am,8.00
2735,04-12-2015,Arizona,Italiano,3,09:04:26,After 9:00am,12.00
2736,13-12-2015,Nevada,Hot Pepperoni Feast,1,09:04:26,After 9:00am,16.00
2737,09-12-2015,California,Chicken Suya,3,09:04:28,After 9:00am,16.00
2738,05-12-2015,Nevada,Chicken Suya,5,09:04:28,After 9:00am,16.00
2739,09-12-2015,Oregon,BBQ Chicken,3,09:04:30,After 9:00am,16.00
2740,09-12-2015,Oregon,Chicken Legend,5,09:04:31,After 9:00am,8.00
2741,06-12-2015,Nevada,BBQ Philly Steak,1,09:04:32,After 9:00am,16.00
2742,11-12-2015,Arizona,Chicken Feast,1,09:04:34,After 9:00am,8.00
2743,12-12-2015,Oregon,Meatzaa,5,09:04:34,After 9:00am,8.00
2744,15-12-2015,Arizona,BBQ Chicken,2,09:04:34,After 9:00am,16.00
2745,08-12-2015,Nevada,Meatzaa,2,09:04:34,After 9:00am,8.00
2746,06-12-2015,Nevada,Chicken Suya,5,09:04:36,After 9:00am,16.00
2747,13-12-2015,California,Hot Pepperoni Feast,5,09:04:36,After 9:00am,16.00
2748,08-12-2015,California,Beef Suya,5,09:04:38,After 9:00am,12.00
2749,05-12-2015,Nevada,Chicken Bali,3,09:04:39,After 9:00am,8.00
2750,03-12-2015,Oregon,Margarita,5,09:04:39,After 9:00am,16.00
2751,07-12-2015,Arizona,Beef Suya,1,09:04:40,After 9:00am,12.00
2752,11-12-2015,Nevada,Beef Suya,1,09:04:40,After 9:00am,12.00
2753,12-12-2015,Oregon,Hot Pepperoni Feast,2,09:04:42,After 9:00am,16.00
2754,13-12-2015,Oregon,Chicken Bali,4,09:04:43,After 9:00am,8.00
2755,04-12-2015,Nevada,Veggie Supreme,2,09:04:44,After 9:00am,12.00
2756,05-12-2015,Nevada,Chicken Bali,1,09:04:45,After 9:00am,8.00
2757,11-12-2015,Idaho,Veggie Supreme,5,09:04:46,After 9:00am,12.00
2758,15-12-2015,California,Beef Suya,1,09:04:46,After 9:00am,12.00
2759,11-12-2015,Idaho,Hot Pepperoni Feast,1,09:04:47,After 9:00am,16.00
2760,05-12-2015,Arizona,Chicken Bali,4,09:04:48,After 9:00am,8.00
2761,06-12-2015,Arizona,Hot Veggie,1,09:04:50,After 9:00am,16.00
2762,13-12-2015,Arizona,Hot Veggie,4,09:04:51,After 9:00am,16.00
2763,04-12-2015,Arizona,Extravaganza,2,09:04:51,After 9:00am,8.00
2764,11-12-2015,Oregon,Beef Suya,3,09:04:52,After 9:00am,12.00
2765,07-12-2015,Idaho,Extravaganza,2,09:04:54,After 9:00am,8.00
2766,10-12-2015,California,Beef Suya,4,09:04:56,After 9:00am,12.00
2767,05-12-2015,Oregon,Italiano,3,09:04:57,After 9:00am,12.00
2768,04-12-2015,Oregon,Extravaganza,2,09:04:57,After 9:00am,8.00
2769,12-12-2015,Nevada,Beef Suya,4,09:04:57,After 9:00am,12.00
2770,10-12-2015,Arizona,Extravaganza,2,09:04:57,After 9:00am,8.00
2771,06-12-2015,California,Hot Pepperoni Feast,4,09:05:00,After 9:00am,16.00
2772,11-12-2015,Arizona,Beef Suya,5,09:05:01,After 9:00am,12.00
2773,09-12-2015,Nevada,Chicken Bali,5,09:05:01,After 9:00am,8.00
2774,12-12-2015,Oregon,Veggie Supreme,2,09:05:03,After 9:00am,12.00
2775,09-12-2015,Nevada,Hot Pepperoni Feast,4,09:05:05,After 9:00am,16.00
2776,13-12-2015,Idaho,Hot Veggie,4,09:05:06,After 9:00am,16.00
2777,12-12-2015,Oregon,Extravaganza,5,09:05:08,After 9:00am,8.00
2778,04-12-2015,Oregon,Hot Pepperoni Feast,1,09:05:11,After 9:00am,16.00
2779,15-12-2015,Arizona,Pepperoni Feast,1,09:05:12,After 9:00am,16.00
2780,07-12-2015,Nevada,Chicken Legend,3,09:05:13,After 9:00am,8.00
2781,15-12-2015,Arizona,Chicken Suya,5,09:05:15,After 9:00am,16.00
2782,04-12-2015,Idaho,Veggie Supreme,1,09:05:16,After 9:00am,12.00
2783,06-12-2015,Arizona,Chicken Bali,2,09:05:18,After 9:00am,8.00
2784,10-12-2015,Idaho,Italiano,2,09:05:19,After 9:00am,12.00
2785,07-12-2015,California,Italiano,4,09:05:19,After 9:00am,12.00
2786,09-12-2015,California,Hot Pepperoni Feast,3,09:05:19,After 9:00am,16.00
2787,07-12-2015,Arizona,Extravaganza,4,09:05:20,After 9:00am,8.00
2788,10-12-2015,Arizona,Meatzaa,4,09:05:20,After 9:00am,8.00
2789,10-12-2015,California,Chicken Bali,1,09:05:21,After 9:00am,8.00
2790,13-12-2015,Nevada,Pepperoni Suya,4,09:05:21,After 9:00am,12.00
2791,10-12-2015,Arizona,Extravaganza,1,09:05:22,After 9:00am,8.00
2792,07-12-2015,Idaho,Beef Suya,1,09:05:24,After 9:00am,12.00
2793,15-12-2015,Nevada,BBQ Philly Steak,3,09:05:24,After 9:00am,16.00
2794,04-12-2015,Oregon,BBQ Philly Steak,3,09:05:26,After 9:00am,16.00
2795,13-12-2015,Oregon,Italiano,4,09:05:30,After 9:00am,12.00
2796,04-12-2015,Idaho,Pepperoni Feast,3,09:05:34,After 9:00am,16.00
2797,08-12-2015,Idaho,BBQ Philly Steak,3,09:05:37,After 9:00am,16.00
2798,06-12-2015,Oregon,Pepperoni Feast,2,09:05:37,After 9:00am,16.00
2799,10-12-2015,Oregon,Extravaganza,2,09:05:37,After 9:00am,8.00
2800,14-12-2015,Idaho,Chicken Feast,3,09:05:38,After 9:00am,8.00
2801,13-12-2015,Idaho,Margarita,4,09:05:38,After 9:00am,16.00
2802,05-12-2015,Nevada,Italiano,3,09:05:38,After 9:00am,12.00
2803,06-12-2015,California,Pepperoni Feast,3,09:05:39,After 9:00am,16.00
2804,10-12-2015,Arizona,Hot Pepperoni Feast,2,09:05:41,After 9:00am,16.00
2805,06-12-2015,California,Chicken Suya,5,09:05:42,After 9:00am,16.00
2806,06-12-2015,Nevada,Veggie Supreme,4,09:05:42,After 9:00am,12.00
2807,11-12-2015,Idaho,Pepperoni Feast,1,09:05:43,After 9:00am,16.00
2808,05-12-2015,Arizona,Chicken Feast,3,09:05:44,After 9:00am,8.00
2809,05-12-2015,Oregon,Hot Pepperoni Feast,4,09:05:44,After 9:00am,16.00
2810,10-12-2015,Nevada,BBQ Philly Steak,4,09:05:45,After 9:00am,16.00
2811,08-12-2015,Nevada,BBQ Philly Steak,4,09:05:48,After 9:00am,16.00
2812,07-12-2015,Nevada,Italiano,4,09:05:51,After 9:00am,12.00
2813,06-12-2015,Nevada,Chicken Suya,5,09:05:51,After 9:00am,16.00
2814,12-12-2015,Oregon,Hot Veggie,5,09:05:51,After 9:00am,16.00
2815,04-12-2015,Idaho,Chicken Bali,2,09:05:52,After 9:00am,8.00
2816,15-12-2015,California,Veggie Supreme,2,09:05:53,After 9:00am,12.00
2817,07-12-2015,Nevada,Italiano,3,09:05:53,After 9:00am,12.00
2818,12-12-2015,Oregon,BBQ Chicken,2,09:05:54,After 9:00am,16.00
2819,08-12-2015,California,Meatzaa,1,09:05:55,After 9:00am,8.00
2820,13-12-2015,Idaho,Italiano,1,09:05:55,After 9:00am,12.00
2821,11-12-2015,Oregon,Chicken Bali,2,09:05:59,After 9:00am,8.00
2822,13-12-2015,Nevada,Pepperoni Feast,4,09:06:00,After 9:00am,16.00
2823,05-12-2015,Idaho,Chicken Feast,4,09:06:04,After 9:00am,8.00
2824,03-12-2015,California,Chicken Feast,5,09:06:04,After 9:00am,8.00
2825,05-12-2015,Nevada,Pepperoni Suya,4,09:06:04,After 9:00am,12.00
2826,09-12-2015,Oregon,Chicken Bali,3,09:06:04,After 9:00am,8.00
2827,07-12-2015,California,Extravaganza,1,09:06:05,After 9:00am,8.00
2828,14-12-2015,Idaho,Meatzaa,2,09:06:06,After 9:00am,8.00
2829,15-12-2015,Arizona,Pepperoni Feast,2,09:06:06,After 9:00am,16.00
2830,10-12-2015,Nevada,Veggie Supreme,4,09:06:07,After 9:00am,12.00
2831,04-12-2015,Nevada,Chicken Suya,2,09:06:10,After 9:00am,16.00
2832,14-12-2015,Oregon,Pepperoni Feast,5,09:06:10,After 9:00am,16.00
2833,09-12-2015,Oregon,BBQ Chicken,5,09:06:11,After 9:00am,16.00
2834,14-12-2015,California,Chicken Bali,3,09:06:12,After 9:00am,8.00
2835,12-12-2015,Oregon,Margarita,4,09:06:12,After 9:00am,16.00
2836,14-12-2015,Idaho,BBQ Philly Steak,4,09:06:12,After 9:00am,16.00
2837,15-12-2015,Oregon,Chicken Suya,5,09:06:15,After 9:00am,16.00
2838,04-12-2015,Oregon,Chicken Legend,1,09:06:15,After 9:00am,8.00
2839,11-12-2015,Oregon,Chicken Legend,4,09:06:16,After 9:00am,8.00
2840,04-12-2015,Nevada,Chicken Bali,4,09:06:16,After 9:00am,8.00
2841,05-12-2015,Arizona,Pepperoni Feast,1,09:06:16,After 9:00am,16.00
2842,03-12-2015,Nevada,Chicken Feast,1,09:06:17,After 9:00am,8.00
2843,07-12-2015,California,Hot Pepperoni Feast,3,09:06:17,After 9:00am,16.00
2844,05-12-2015,California,Italiano,1,09:06:21,After 9:00am,12.00
2845,10-12-2015,Arizona,Margarita,1,09:06:22,After 9:00am,16.00
2846,15-12-2015,Oregon,Hot Pepperoni Feast,4,09:06:22,After 9:00am,16.00
2847,05-12-2015,Nevada,Meatzaa,4,09:06:24,After 9:00am,8.00
2848,14-12-2015,Idaho,Beef Suya,3,09:06:25,After 9:00am,12.00
2849,11-12-2015,California,BBQ Philly Steak,5,09:06:25,After 9:00am,16.00
2850,10-12-2015,Nevada,Margarita,1,09:06:26,After 9:00am,16.00
2851,05-12-2015,Arizona,Chicken Suya,1,09:06:26,After 9:00am,16.00
2852,14-12-2015,Arizona,Chicken Feast,1,09:06:30,After 9:00am,8.00
2853,09-12-2015,Arizona,Chicken Legend,2,09:06:30,After 9:00am,8.00
2854,05-12-2015,Nevada,Hot Veggie,4,09:06:31,After 9:00am,16.00
2855,07-12-2015,Nevada,BBQ Chicken,1,09:06:33,After 9:00am,16.00
2856,04-12-2015,Idaho,Chicken Bali,5,09:06:35,After 9:00am,8.00
2857,09-12-2015,Nevada,Pepperoni Suya,4,09:06:37,After 9:00am,12.00
2858,10-12-2015,Arizona,Veggie Supreme,2,09:06:37,After 9:00am,12.00
2859,13-12-2015,Oregon,Chicken Legend,1,09:06:38,After 9:00am,8.00
2860,07-12-2015,Arizona,Beef Suya,3,09:06:38,After 9:00am,12.00
2861,12-12-2015,Arizona,BBQ Philly Steak,3,09:06:40,After 9:00am,16.00
2862,09-12-2015,Nevada,Margarita,4,09:06:46,After 9:00am,16.00
2863,12-12-2015,California,BBQ Philly Steak,2,09:06:46,After 9:00am,16.00
2864,07-12-2015,Oregon,BBQ Philly Steak,5,09:06:47,After 9:00am,16.00
2865,11-12-2015,Arizona,Hot Veggie,2,09:06:48,After 9:00am,16.00
2866,08-12-2015,Oregon,Pepperoni Feast,2,09:06:48,After 9:00am,16.00
2867,06-12-2015,Nevada,Beef Suya,5,09:06:49,After 9:00am,12.00
2868,04-12-2015,Nevada,Chicken Feast,1,09:06:52,After 9:00am,8.00
2869,07-12-2015,Arizona,Beef Suya,1,09:06:52,After 9:00am,12.00
2870,12-12-2015,Oregon,BBQ Chicken,5,09:06:52,After 9:00am,16.00
2871,03-12-2015,California,BBQ Philly Steak,5,09:06:53,After 9:00am,16.00
2872,15-12-2015,Idaho,Chicken Bali,1,09:06:53,After 9:00am,8.00
2873,14-12-2015,Nevada,Pepperoni Suya,4,09:06:53,After 9:00am,12.00
2874,03-12-2015,Oregon,Chicken Suya,1,09:06:54,After 9:00am,16.00
2875,06-12-2015,California,Chicken Bali,5,09:06:55,After 9:00am,8.00
2876,15-12-2015,Oregon,Margarita,3,09:06:56,After 9:00am,16.00
2877,09-12-2015,Oregon,BBQ Philly Steak,2,09:06:56,After 9:00am,16.00
2878,06-12-2015,Idaho,Chicken Feast,2,09:06:58,After 9:00am,8.00
2879,10-12-2015,Idaho,Italiano,1,09:06:59,After 9:00am,12.00
2880,14-12-2015,Oregon,Veggie Supreme,3,09:07:01,After 9:00am,12.00
2881,05-12-2015,Idaho,BBQ Philly Steak,4,09:07:02,After 9:00am,16.00
2882,12-12-2015,California,Hot Pepperoni Feast,5,09:07:04,After 9:00am,16.00
2883,15-12-2015,Nevada,Chicken Legend,3,09:07:05,After 9:00am,8.00
2884,03-12-2015,Oregon,Pepperoni Suya,5,09:07:06,After 9:00am,12.00
2885,09-12-2015,California,Chicken Feast,3,09:07:06,After 9:00am,8.00
2886,12-12-2015,California,Veggie Supreme,5,09:07:07,After 9:00am,12.00
2887,13-12-2015,Arizona,Italiano,2,09:07:08,After 9:00am,12.00
2888,14-12-2015,Arizona,Pepperoni Feast,5,09:07:08,After 9:00am,16.00
2889,15-12-2015,Arizona,BBQ Philly Steak,4,09:07:09,After 9:00am,16.00
2890,12-12-2015,California,Beef Suya,4,09:07:09,After 9:00am,12.00
2891,04-12-2015,Idaho,Margarita,2,09:07:09,After 9:00am,16.00
2892,04-12-2015,Arizona,Extravaganza,4,09:07:09,After 9:00am,8.00
2893,09-12-2015,Arizona,Hot Pepperoni Feast,3,09:07:10,After 9:00am,16.00
2894,10-12-2015,Nevada,BBQ Chicken,1,09:07:12,After 9:00am,16.00
2895,11-12-2015,California,BBQ Philly Steak,1,09:07:13,After 9:00am,16.00
2896,03-12-2015,Idaho,BBQ Chicken,2,09:07:15,After 9:00am,16.00
2897,14-12-2015,California,Chicken Suya,3,09:07:15,After 9:00am,16.00
2898,08-12-2015,Idaho,Chicken Suya,2,09:07:16,After 9:00am,16.00
2899,09-12-2015,California,Hot Veggie,5,09:07:17,After 9:00am,16.00
2900,15-12-2015,Oregon,Pepperoni Feast,3,09:07:18,After 9:00am,16.00
2901,07-12-2015,Arizona,Extravaganza,3,09:07:18,After 9:00am,8.00
2902,06-12-2015,Nevada,Meatzaa,2,09:07:20,After 9:00am,8.00
2903,05-12-2015,Oregon,BBQ Philly Steak,1,09:07:21,After 9:00am,16.00
2904,08-12-2015,Nevada,Italiano,1,09:07:22,After 9:00am,12.00
2905,04-12-2015,Arizona,Italiano,4,09:07:23,After 9:00am,12.00
2906,09-12-2015,Oregon,Italiano,5,09:07:24,After 9:00am,12.00
2907,14-12-2015,Arizona,BBQ Philly Steak,5,09:07:26,After 9:00am,16.00
2908,12-12-2015,Oregon,Beef Suya,3,09:07:26,After 9:00am,12.00
2909,14-12-2015,California,Chicken Feast,2,09:07:26,After 9:00am,8.00
2910,06-12-2015,Idaho,Margarita,2,09:07:26,After 9:00am,16.00
2911,07-12-2015,Nevada,Hot Pepperoni Feast,4,09:07:28,After 9:00am,16.00
2912,13-12-2015,Oregon,Veggie Supreme,2,09:07:28,After 9:00am,12.00
2913,04-12-2015,Idaho,Extravaganza,2,09:07:28,After 9:00am,8.00
2914,05-12-2015,Nevada,Veggie Supreme,2,09:07:29,After 9:00am,12.00
2915,06-12-2015,Idaho,Italiano,2,09:07:29,After 9:00am,12.00
2916,07-12-2015,California,Chicken Bali,2,09:07:30,After 9:00am,8.00
2917,15-12-2015,Oregon,Margarita,5,09:07:31,After 9:00am,16.00
2918,15-12-2015,Oregon,Chicken Bali,1,09:07:32,After 9:00am,8.00
2919,10-12-2015,Idaho,Margarita,4,09:07:33,After 9:00am,16.00
2920,05-12-2015,Oregon,Pepperoni Suya,2,09:07:34,After 9:00am,12.00
2921,04-12-2015,Nevada,Chicken Suya,4,09:07:34,After 9:00am,16.00
2922,06-12-2015,Oregon,Hot Veggie,1,09:07:36,After 9:00am,16.00
2923,09-12-2015,Idaho,Chicken Feast,4,09:07:36,After 9:00am,8.00
2924,14-12-2015,Oregon,Hot Veggie,3,09:07:36,After 9:00am,16.00
2925,05-12-2015,Oregon,Chicken Legend,1,09:07:38,After 9:00am,8.00
2926,14-12-2015,Nevada,Chicken Feast,3,09:07:38,After 9:00am,8.00
2927,08-12-2015,Idaho,Chicken Suya,2,09:07:39,After 9:00am,16.00
2928,15-12-2015,Arizona,Extravaganza,5,09:07:40,After 9:00am,8.00
2929,04-12-2015,California,Hot Pepperoni Feast,2,09:07:40,After 9:00am,16.00
2930,09-12-2015,Idaho,Pepperoni Feast,3,09:07:41,After 9:00am,16.00
2931,14-12-2015,Arizona,Pepperoni Feast,3,09:07:43,After 9:00am,16.00
2932,12-12-2015,Nevada,Hot Veggie,2,09:07:43,After 9:00am,16.00
2933,14-12-2015,Arizona,Italiano,2,09:07:43,After 9:00am,12.00
2934,04-12-2015,Arizona,Meatzaa,2,09:07:43,After 9:00am,8.00
2935,11-12-2015,Nevada,Beef Suya,1,09:07:45,After 9:00am,12.00
2936,05-12-2015,Oregon,Pepperoni Suya,3,09:07:45,After 9:00am,12.00
2937,05-12-2015,California,Chicken Feast,1,09:07:46,After 9:00am,8.00
2938,15-12-2015,Arizona,Margarita,2,09:07:50,After 9:00am,16.00
2939,07-12-2015,California,Extravaganza,3,09:07:51,After 9:00am,8.00
2940,09-12-2015,Nevada,Hot Veggie,1,09:07:51,After 9:00am,16.00
